Date,Time,Temp,pH ,ORP,EC,RES,TDS,Salinity,Pressure,D.O.,Turbidity
17-02-2020,17:56:42,20.3,9.1,114.4,422,2370,274,0.2,14.547,127.3,13.5
17-02-2020,17:56:52,20.31,9.1,114.5,422,2370,274,0.2,14.546,127.2,13.2
17-02-2020,17:57:02,20.31,9.1,114.5,422,2370,274,0.2,14.55,127.4,13.5
17-02-2020,17:57:12,20.32,9.1,114.6,421,2375,274,0.2,14.548,127.6,12.9
17-02-2020,17:57:22,20.32,9.1,114.7,422,2370,274,0.2,14.547,127.7,13.2
17-02-2020,17:57:32,20.29,9.11,114.8,422,2370,274,0.2,14.549,127.5,13.5
17-02-2020,17:57:42,20.31,9.1,115,422,2370,274,0.2,14.546,127.4,13.3
17-02-2020,17:57:52,20.3,9.1,115.2,421,2375,274,0.2,14.548,127.3,13.3
17-02-2020,17:58:02,20.34,9.1,115.3,421,2375,274,0.2,14.549,127.5,13.9
17-02-2020,17:58:12,20.34,9.1,115.4,421,2375,274,0.2,14.547,127.6,13.1
17-02-2020,17:58:22,20.33,9.1,115.6,421,2375,274,0.2,14.546,127.7,14.1
17-02-2020,17:58:32,20.34,9.1,115.7,421,2375,274,0.2,14.547,127.7,13.8
17-02-2020,17:58:42,20.34,9.1,115.7,421,2375,274,0.2,14.545,127.7,13.1
17-02-2020,17:58:52,20.33,9.1,115.8,421,2375,273,0.2,14.546,127.8,13.1
17-02-2020,17:59:02,20.33,9.1,115.9,421,2375,274,0.2,14.547,127.7,13.2
17-02-2020,17:59:12,20.33,9.1,116,421,2375,274,0.2,14.547,127.8,13.4
17-02-2020,17:59:22,20.32,9.1,116.1,421,2375,274,0.2,14.545,127.8,13.2
17-02-2020,17:59:32,20.32,9.1,116.2,421,2375,274,0.2,14.547,127.7,13.7
17-02-2020,17:59:42,20.34,9.1,116.3,421,2375,273,0.2,14.549,127.8,14.1
17-02-2020,17:59:52,20.34,9.1,116.3,420,2381,273,0.2,14.546,127.9,12.8
17-02-2020,18:00:02,20.35,9.1,116.5,420,2381,273,0.2,14.544,128.1,13.5
17-02-2020,18:00:12,20.36,9.1,116.6,420,2381,273,0.2,14.544,128.2,13.6
17-02-2020,18:00:22,20.36,9.09,116.8,420,2381,273,0.2,14.546,128.2,13.7
17-02-2020,18:00:32,20.35,9.1,116.9,420,2381,273,0.2,14.545,128.2,12.9
17-02-2020,18:00:42,20.33,9.1,117,420,2381,273,0.2,14.546,128.2,13.1
17-02-2020,18:00:52,20.34,9.1,117,420,2381,273,0.2,14.544,128.3,13.2
17-02-2020,18:01:02,20.34,9.1,117.2,420,2381,273,0.2,14.548,128.3,12.7
17-02-2020,18:01:12,20.34,9.1,117.4,420,2381,273,0.2,14.543,128.1,13.7
17-02-2020,18:01:22,20.34,9.1,117.4,420,2381,273,0.2,14.543,128.3,13.2
17-02-2020,18:01:32,20.34,9.1,117.6,420,2381,273,0.2,14.549,128.2,12.9
17-02-2020,18:01:42,20.33,9.09,117.7,420,2381,273,0.2,14.548,128.2,13.3
17-02-2020,18:01:52,20.34,9.09,118,420,2381,273,0.2,14.546,128.2,13.6
17-02-2020,18:02:02,20.36,9.09,118,420,2381,273,0.2,14.545,128.1,13.1
17-02-2020,18:02:12,20.36,9.09,118,419,2387,273,0.2,14.542,128.2,13.7
17-02-2020,18:02:22,20.35,9.09,118.2,419,2387,273,0.2,14.548,128.4,13.2
17-02-2020,18:02:32,20.37,9.08,118.4,419,2387,272,0.2,14.548,128.3,13
17-02-2020,18:02:42,20.36,9.09,118.3,419,2387,272,0.2,14.547,128,13.1
17-02-2020,18:02:52,20.37,9.09,118.3,419,2387,272,0.2,14.548,127.8,13.5
17-02-2020,18:03:02,20.35,9.09,118.2,418,2392,272,0.2,14.551,127.7,13.3
17-02-2020,18:03:12,20.37,9.09,118.5,418,2392,272,0.2,14.547,127.5,13.3
17-02-2020,18:03:22,20.36,9.09,118.7,418,2392,272,0.2,14.546,127.5,13.3
17-02-2020,18:03:32,20.36,9.09,118.8,418,2392,271,0.2,14.543,127.4,12.8
17-02-2020,18:03:42,20.37,9.09,118.8,417,2398,271,0.2,14.542,127.5,13.5
17-02-2020,18:03:52,20.36,9.09,119,418,2392,271,0.2,14.544,127.4,13.2
17-02-2020,18:04:02,20.37,9.09,119.4,417,2398,271,0.2,14.544,127.7,13.3
17-02-2020,18:04:12,20.36,9.08,119.7,417,2398,271,0.2,14.543,128,13.6
17-02-2020,18:04:22,20.36,9.07,119.9,417,2398,271,0.2,14.544,128.2,13.5
17-02-2020,18:04:32,20.35,9.08,119.9,418,2392,272,0.2,14.543,128.1,13.1
17-02-2020,18:04:42,20.36,9.07,120.1,418,2392,272,0.2,14.544,127.9,13.9
17-02-2020,18:04:52,20.37,9.07,120.3,418,2392,271,0.2,14.543,128,13.6
17-02-2020,18:05:02,20.37,9.07,120.5,417,2398,271,0.2,14.541,128.3,13.9
17-02-2020,18:05:12,20.34,9.07,120.8,417,2398,271,0.2,14.544,128.3,13.3
17-02-2020,18:05:22,20.34,9.05,121,417,2398,271,0.2,14.546,128.1,13.3
17-02-2020,18:05:32,20.35,9.05,121.2,417,2398,271,0.2,14.543,128.2,13.5
17-02-2020,18:05:42,20.38,9.1,120.6,416,2404,270,0.2,14.544,129.8,13.8
17-02-2020,18:05:52,20.39,9.1,120.6,416,2404,270,0.2,14.544,131.1,13.2
17-02-2020,18:06:02,20.38,9.08,120.9,416,2404,270,0.2,14.549,130.3,13.2
17-02-2020,18:06:12,20.38,9.09,121.1,416,2404,271,0.2,14.544,131.2,13.3
17-02-2020,18:06:22,20.35,9.06,121.7,417,2398,271,0.2,14.542,129.7,13.3
17-02-2020,18:06:32,20.34,9.07,121.8,418,2392,271,0.2,14.541,129.1,12.8
17-02-2020,18:06:42,20.34,9.07,121.9,418,2392,272,0.2,14.542,128.7,12.8
17-02-2020,18:06:52,20.84,8.6,131,508,1969,330,0.25,14.541,124.8,46.3
17-02-2020,18:07:02,21.53,8.05,141.2,598,1672,388,0.29,14.541,117.6,71.7
17-02-2020,18:07:12,21.97,7.92,140,618,1618,401,0.3,14.545,110.1,97.3
17-02-2020,18:07:22,21.55,8.21,127.3,566,1767,368,0.27,14.547,110.1,71.5
17-02-2020,18:07:32,22.85,7.67,127.1,753,1328,489,0.37,14.546,101,134
17-02-2020,18:07:42,22.67,7.44,15.1,765,1307,497,0.37,14.55,87.9,854
17-02-2020,18:07:52,24.03,6.98,-59.2,763,1311,496,0.37,14.548,69.8,46.8
17-02-2020,18:08:02,24.46,6.96,-76.4,644,1553,419,0.31,14.546,61.7,124
17-02-2020,18:08:12,24.26,6.97,-77.5,626,1597,407,0.3,14.545,55.6,1000
17-02-2020,18:08:22,24.28,6.97,-78.2,690,1449,448,0.33,14.549,53.7,618
17-02-2020,18:08:32,24.84,7.32,-71.6,682,1466,443,0.33,14.55,53,397
17-02-2020,18:08:42,24.76,7.36,-61.6,665,1504,432,0.32,14.551,52.5,391
17-02-2020,18:08:52,21.3,8.36,-77.7,522,1916,339,0.25,14.55,85,55.8
17-02-2020,18:09:02,22.53,7.92,-41.6,569,1757,370,0.28,14.553,88.7,106
17-02-2020,18:09:12,21.83,7.97,-35.5,547,1828,355,0.26,14.549,92.4,78
17-02-2020,18:09:22,22.06,7.95,-22.7,556,1799,361,0.27,14.549,96.6,117
17-02-2020,18:09:32,21.44,8.17,-28.3,516,1938,335,0.25,14.55,97.4,54.1
17-02-2020,18:09:42,22.01,7.94,-13.8,598,1672,389,0.29,14.552,98.7,120
17-02-2020,18:09:52,21.94,7.89,-8.3,584,1712,380,0.28,14.552,97.9,75
17-02-2020,18:10:02,21.58,8.08,-5.6,581,1721,378,0.28,14.549,105.5,69.3
17-02-2020,18:10:12,21.51,8.16,-4.2,552,1812,359,0.27,14.55,105,63.8
17-02-2020,18:10:22,21.52,8.1,2.3,576,1736,374,0.28,14.551,104.6,62.3
17-02-2020,18:10:32,21.51,8.09,5.1,550,1818,357,0.27,14.548,105,54.3
17-02-2020,18:10:42,21.42,8.09,11.8,578,1730,376,0.28,14.549,105.8,32.6
17-02-2020,18:10:52,20.34,9.03,-6,425,2353,276,0.2,14.548,119.4,13.4
17-02-2020,18:11:02,20.37,9.07,-2,424,2358,276,0.2,14.55,123,13.2
17-02-2020,18:11:12,20.41,9.11,2.3,423,2364,275,0.2,14.548,126.3,13.1
17-02-2020,18:11:22,20.4,9.1,7,424,2358,276,0.2,14.55,127.6,13.3
17-02-2020,18:11:32,20.35,9.05,12,425,2353,276,0.2,14.549,126.5,13.4
17-02-2020,18:11:42,20.35,9.05,15.3,425,2353,276,0.2,14.548,126.7,13.5
17-02-2020,18:11:52,20.36,9.06,18.1,425,2353,277,0.2,14.549,127.1,13.7
17-02-2020,18:12:02,20.36,9.07,20.4,426,2347,277,0.2,14.552,127.6,13.2
17-02-2020,18:12:12,20.37,9.07,23.1,424,2358,276,0.2,14.549,128.3,13.5
17-02-2020,18:12:22,20.39,9.08,25.4,424,2358,276,0.2,14.552,129.2,14.1
17-02-2020,18:12:32,20.38,9.07,27.7,424,2358,276,0.2,14.55,129.5,14
17-02-2020,18:12:42,20.41,9.11,29.4,423,2364,275,0.2,14.546,131.2,14
17-02-2020,18:12:52,20.36,9.07,32.3,424,2358,276,0.2,14.547,130.3,13.1
17-02-2020,18:13:02,20.35,9.07,34.2,424,2358,276,0.2,14.55,129.8,13.5
17-02-2020,18:13:12,20.36,9.07,35.9,425,2353,276,0.2,14.55,129.5,13.3
17-02-2020,18:13:22,20.37,9.08,37.4,425,2353,276,0.2,14.553,129.2,13.4
17-02-2020,18:13:32,20.37,9.08,39.1,425,2353,276,0.2,14.546,129.2,13.2
17-02-2020,18:13:42,20.37,9.08,40.3,425,2353,276,0.2,14.546,129.2,13.1
17-02-2020,18:13:52,20.37,9.08,41.9,425,2353,276,0.2,14.548,129.2,13.4
17-02-2020,18:14:02,20.37,9.08,43.2,425,2353,276,0.2,14.55,129.2,13.5
17-02-2020,18:14:12,20.37,9.08,44.3,425,2353,276,0.2,14.549,129.3,13.6
17-02-2020,18:14:22,20.38,9.08,45.5,425,2353,276,0.2,14.547,129.3,13.4
17-02-2020,18:14:32,20.36,9.08,46.7,425,2353,276,0.2,14.548,129.2,13.4
17-02-2020,18:14:42,20.37,9.08,47.9,424,2358,276,0.2,14.546,129.3,13.1
17-02-2020,18:14:52,20.37,9.08,48.9,425,2353,276,0.2,14.547,129.4,13.4
17-02-2020,18:15:02,20.37,9.08,50,425,2353,276,0.2,14.548,129.4,13.8
17-02-2020,18:15:12,20.37,9.08,51.1,424,2358,276,0.2,14.548,129.5,13.2
17-02-2020,18:15:22,20.38,9.08,51.9,425,2353,276,0.2,14.547,129.6,13.4
17-02-2020,18:15:32,20.37,9.08,53,426,2347,277,0.2,14.55,129.6,14.1
17-02-2020,18:15:42,20.37,9.09,53.9,425,2353,276,0.2,14.548,129.6,12.8
17-02-2020,18:15:52,20.38,9.09,54.7,425,2353,276,0.2,14.548,129.5,13.6
17-02-2020,18:16:02,20.38,9.09,55.6,425,2353,276,0.2,14.549,129.5,13.1
17-02-2020,18:16:12,20.38,9.09,56.5,425,2353,276,0.2,14.546,129.5,12.9
17-02-2020,18:16:22,20.36,9.08,57.2,425,2353,276,0.2,14.546,129.5,13.8
17-02-2020,18:16:32,20.37,9.09,58,425,2353,276,0.2,14.546,129.6,13.6
17-02-2020,18:16:42,20.38,9.09,58.8,425,2353,276,0.2,14.547,129.7,13.8
17-02-2020,18:16:52,20.37,9.08,59.6,425,2353,276,0.2,14.549,129.7,13.4
17-02-2020,18:17:02,20.36,9.09,60.4,425,2353,276,0.2,14.548,129.7,13.7
17-02-2020,18:17:12,20.39,9.08,61.4,425,2353,276,0.2,14.548,129.9,14.5
17-02-2020,18:17:22,20.38,9.09,61.8,425,2353,276,0.2,14.548,130,14.5
17-02-2020,18:17:32,20.38,9.09,62.6,425,2353,276,0.2,14.546,130,13.3
17-02-2020,18:17:42,20.38,9.09,63.4,425,2353,276,0.2,14.548,130.1,13.6
17-02-2020,18:17:52,20.39,9.08,64.1,425,2353,276,0.2,14.55,130.3,13.1
17-02-2020,18:18:02,20.41,9.08,64.8,425,2353,276,0.2,14.546,130.4,13.5
17-02-2020,18:18:12,20.36,9.09,65.2,425,2353,276,0.2,14.552,130.3,13.2
17-02-2020,18:18:22,20.37,9.09,65.8,425,2353,276,0.2,14.549,130.2,13.6
17-02-2020,18:18:32,20.37,9.09,66.5,425,2353,276,0.2,14.548,130.2,12.9
17-02-2020,18:18:42,20.37,9.1,66.9,425,2353,276,0.2,14.547,130.1,13.8
17-02-2020,18:18:52,20.37,9.09,67.5,425,2353,276,0.2,14.552,130.1,13.4
17-02-2020,18:19:02,20.36,9.1,68,425,2353,276,0.2,14.552,130.1,13.3
17-02-2020,18:19:12,20.37,9.09,68.6,424,2358,276,0.2,14.55,130.2,13.5
17-02-2020,18:19:22,20.34,9.1,69.3,425,2353,276,0.2,14.548,130,13.4
17-02-2020,18:19:32,20.34,9.1,69.6,424,2358,276,0.2,14.55,129.9,13.4
17-02-2020,18:19:42,20.34,9.1,70,424,2358,276,0.2,14.548,129.9,13.4
17-02-2020,18:19:52,20.36,9.1,70.6,424,2358,276,0.2,14.55,129.9,14.2
17-02-2020,18:20:02,20.36,9.1,71.1,424,2358,276,0.2,14.549,129.9,13.1
17-02-2020,18:20:12,20.32,9.1,71.6,424,2358,276,0.2,14.552,129.6,13.2
17-02-2020,18:20:22,20.35,9.1,72,426,2347,277,0.2,14.553,129.5,15.1
17-02-2020,18:20:32,20.31,9.1,72.6,427,2342,278,0.21,14.553,129.4,13.9
17-02-2020,18:20:42,20.31,9.1,73.1,427,2342,278,0.21,14.556,129.3,13.6
17-02-2020,18:20:52,20.29,9.09,73.5,428,2336,278,0.21,14.555,129.1,13.6
17-02-2020,18:21:02,20.28,9.1,73.9,428,2336,278,0.21,14.559,129,13.3
17-02-2020,18:21:12,20.3,9.09,74,428,2336,278,0.21,14.557,128.9,13.6
17-02-2020,18:21:22,20.29,9.09,74.6,428,2336,278,0.21,14.557,128.9,13.3
17-02-2020,18:21:32,20.28,9.1,75,427,2342,278,0.21,14.557,128.9,13.4
17-02-2020,18:21:42,20.3,9.1,75.4,427,2342,278,0.21,14.556,128.9,16.6
17-02-2020,18:21:52,20.28,9.1,75.9,427,2342,278,0.21,14.555,128.8,13.4
17-02-2020,18:22:02,20.28,9.09,76.4,428,2336,278,0.21,14.557,128.7,13.7
17-02-2020,18:22:12,20.27,9.09,76.7,427,2342,278,0.21,14.556,128.7,13.4
17-02-2020,18:22:22,20.3,9.1,76.9,427,2342,277,0.21,14.557,129,13.2
17-02-2020,18:22:32,20.29,9.09,77.4,427,2342,277,0.21,14.556,128.9,13.5
17-02-2020,18:22:42,20.29,9.09,77.7,426,2347,277,0.21,14.557,129,14.8
17-02-2020,18:22:52,20.3,9.1,78.1,427,2342,277,0.21,14.555,129.1,13.3
17-02-2020,18:23:02,20.32,9.09,78.5,426,2347,277,0.21,14.552,129.2,13.5
17-02-2020,18:23:12,20.32,9.1,78.7,427,2342,277,0.21,14.549,129.2,13.6
17-02-2020,18:23:22,20.29,9.09,79.2,427,2342,277,0.21,14.551,129.1,13.4
17-02-2020,18:23:32,20.3,9.09,79.5,427,2342,277,0.21,14.556,129.1,13.3
17-02-2020,18:23:42,20.31,9.09,79.8,426,2347,277,0.21,14.553,129.3,13.9
17-02-2020,18:23:52,20.27,9.09,80.2,427,2342,277,0.21,14.557,129.1,12.9
17-02-2020,18:24:02,20.27,9.09,80.6,427,2342,277,0.21,14.555,128.8,13.6
17-02-2020,18:24:12,20.27,9.09,80.8,427,2342,277,0.21,14.557,128.8,13.1
17-02-2020,18:24:22,20.29,9.09,81,427,2342,277,0.21,14.556,128.8,13.7
17-02-2020,18:24:32,20.29,9.09,81.3,426,2347,277,0.21,14.556,129.1,13.6
17-02-2020,18:24:42,20.31,9.1,82,426,2347,277,0.21,14.554,129.1,13.1
17-02-2020,18:24:52,20.27,9.1,82,427,2342,277,0.21,14.553,128.9,13.4
17-02-2020,18:25:02,20.27,9.09,82.4,427,2342,277,0.21,14.553,128.6,13.5
17-02-2020,18:25:12,20.27,9.09,82.6,427,2342,277,0.21,14.552,128.5,13.5
18-02-2020,08:22:41,20.26,8.68,86.4,449,2227,292,0.22,14.542,107.8,21.4
18-02-2020,08:22:51,20.27,8.69,85.7,446,2242,290,0.22,14.545,109,19.2
18-02-2020,08:23:01,20.28,8.72,85.3,445,2247,289,0.21,14.544,109.3,21.5
18-02-2020,08:23:11,20.28,8.76,84.2,441,2268,287,0.21,14.541,109.7,17.5
18-02-2020,08:23:21,20.27,8.88,81.9,432,2315,281,0.21,14.542,113.1,18.8
18-02-2020,08:23:31,20.27,8.9,81.5,430,2326,280,0.21,14.541,114.1,16.3
18-02-2020,08:23:41,20.26,8.93,81.3,427,2342,278,0.21,14.544,115.2,16.6
18-02-2020,08:23:51,20.26,8.96,80.6,424,2358,276,0.2,14.546,116,14.8
18-02-2020,08:24:01,20.26,8.96,81,424,2358,276,0.2,14.543,116,15
18-02-2020,08:24:11,20.27,8.96,81.6,423,2364,275,0.2,14.542,116.5,15.5
18-02-2020,08:24:21,20.27,8.98,81.6,422,2370,274,0.2,14.542,117.1,13.7
18-02-2020,08:24:31,20.27,8.96,82.2,423,2364,275,0.2,14.542,117.7,13.9
18-02-2020,08:24:41,20.27,8.97,82.5,427,2342,277,0.21,14.543,118.5,25.1
18-02-2020,08:24:51,20.27,8.97,82.8,429,2331,279,0.21,14.543,118.9,13.2
18-02-2020,08:25:01,20.27,8.96,83.3,431,2320,280,0.21,14.544,119.1,16.1
18-02-2020,08:25:11,20.27,8.97,83.4,429,2331,279,0.21,14.548,119.4,14.5
18-02-2020,08:25:21,20.27,8.97,83.6,429,2331,279,0.21,14.544,119.6,13.6
18-02-2020,08:25:31,20.27,8.97,83.9,429,2331,279,0.21,14.542,119.7,13.8
18-02-2020,08:25:41,20.27,8.98,84.1,427,2342,278,0.21,14.539,119.9,13.3
18-02-2020,08:25:51,20.28,8.99,84.5,427,2342,278,0.21,14.544,120.2,13.9
18-02-2020,08:26:01,20.27,8.98,85.1,428,2336,278,0.21,14.546,120.2,12.8
18-02-2020,08:26:11,20.27,8.97,85.6,429,2331,279,0.21,14.545,120.2,13.5
18-02-2020,08:26:21,20.27,8.96,86.2,430,2326,280,0.21,14.543,120.3,13.7
18-02-2020,08:26:31,20.27,8.95,86.3,432,2315,281,0.21,14.541,120.1,13.9
18-02-2020,08:26:41,20.27,8.93,86.7,433,2309,282,0.21,14.543,119.9,14.8
18-02-2020,08:26:51,20.28,8.89,87,434,2304,282,0.21,14.543,119.5,15.1
18-02-2020,08:27:01,20.27,8.97,86.4,429,2331,279,0.21,14.54,120.2,13.7
18-02-2020,08:27:11,20.27,8.94,87.1,431,2320,280,0.21,14.541,120.1,14.1
18-02-2020,08:27:21,20.27,8.95,87.1,431,2320,280,0.21,14.543,120.1,13.2
18-02-2020,08:27:31,20.27,8.93,87.8,434,2304,282,0.21,14.543,120.3,14.8
18-02-2020,08:27:41,20.27,8.95,87.5,431,2320,280,0.21,14.544,120.1,14.5
18-02-2020,08:27:51,20.27,8.98,87.3,427,2342,278,0.21,14.544,120.4,12.8
18-02-2020,08:28:01,20.27,8.98,87.7,427,2342,278,0.21,14.544,120.7,12.8
18-02-2020,08:28:11,20.27,8.97,88.4,430,2326,279,0.21,14.543,120.7,13.7
18-02-2020,08:28:21,20.26,8.97,88.7,431,2320,280,0.21,14.546,120.7,13.5
18-02-2020,08:28:31,20.26,8.98,88.7,429,2331,279,0.21,14.542,120.7,13.4
18-02-2020,08:28:41,20.27,8.95,89.5,431,2320,280,0.21,14.542,120.6,14
18-02-2020,08:28:51,20.27,8.98,89.1,429,2331,279,0.21,14.545,120.7,13.2
18-02-2020,08:29:01,20.27,8.98,89.2,429,2331,279,0.21,14.54,120.8,13.9
18-02-2020,08:29:11,20.27,8.99,89.4,428,2336,278,0.21,14.537,120.9,12.8
18-02-2020,08:29:21,20.27,8.98,90.1,429,2331,279,0.21,14.539,121,12.8
18-02-2020,08:29:31,20.27,8.99,90.3,428,2336,278,0.21,14.539,121.1,12.9
18-02-2020,08:29:41,20.27,8.99,90.7,428,2336,278,0.21,14.54,121.2,12.7
18-02-2020,08:29:51,20.26,8.98,91.1,429,2331,279,0.21,14.544,121.1,13.3
18-02-2020,08:30:01,20.26,8.99,91.3,428,2336,278,0.21,14.543,121.2,12.5
18-02-2020,08:30:11,20.26,8.98,91.9,428,2336,278,0.21,14.54,121.3,13.2
18-02-2020,08:30:21,20.26,8.99,92.1,428,2336,278,0.21,14.541,121.3,12.4
18-02-2020,08:30:31,20.26,8.98,92.6,429,2331,279,0.21,14.54,121.3,13.5
18-02-2020,08:30:41,20.26,8.98,92.9,429,2331,279,0.21,14.543,121.3,12.8
18-02-2020,08:30:51,20.26,8.96,93.7,431,2320,280,0.21,14.543,121.4,13.7
18-02-2020,08:31:01,20.26,8.99,93.3,428,2336,278,0.21,14.54,121.2,12.6
18-02-2020,08:31:11,20.26,8.99,93.6,428,2336,278,0.21,14.545,121.4,12.6
18-02-2020,08:31:21,20.26,8.99,94,428,2336,278,0.21,14.542,121.5,12.5
18-02-2020,08:31:31,20.26,8.99,94.3,428,2336,278,0.21,14.541,121.7,12.4
18-02-2020,08:31:41,20.26,8.99,94.6,428,2336,278,0.21,14.541,121.6,12.5
18-02-2020,08:31:51,20.26,8.99,95,428,2336,278,0.21,14.541,121.6,12.7
18-02-2020,08:32:01,20.25,8.99,95.3,428,2336,278,0.21,14.54,121.6,13.3
18-02-2020,08:32:11,20.25,9,95.7,428,2336,278,0.21,14.542,121.7,12.5
18-02-2020,08:32:21,20.25,8.99,96,428,2336,278,0.21,14.538,121.7,12.5
18-02-2020,08:32:31,20.25,8.99,96.4,428,2336,278,0.21,14.541,121.8,12.6
18-02-2020,08:32:41,20.24,8.99,96.7,428,2336,278,0.21,14.544,121.7,13.3
18-02-2020,08:32:51,20.24,8.99,97,428,2336,278,0.21,14.539,121.8,13.2
18-02-2020,08:33:01,20.25,8.99,97.2,428,2336,278,0.21,14.539,121.8,13.6
18-02-2020,08:33:11,20.25,9,97.6,428,2336,278,0.21,14.542,121.9,13.6
18-02-2020,08:33:21,20.24,8.99,97.9,428,2336,279,0.21,14.541,121.9,13.3
18-02-2020,08:33:31,20.24,9,98.1,429,2331,279,0.21,14.538,122,13.4
18-02-2020,08:33:41,20.26,9,98.4,428,2336,278,0.21,14.542,122,12.7
18-02-2020,08:33:51,20.28,9.01,98.6,428,2336,278,0.21,14.543,122,12.7
18-02-2020,08:34:01,20.33,9,98.9,429,2331,279,0.21,14.542,121.8,12.3
18-02-2020,08:34:11,20.31,9.01,99.1,429,2331,279,0.21,14.539,121.5,12.4
18-02-2020,08:34:21,20.29,9.01,99.7,429,2331,279,0.21,14.537,121.4,12.1
18-02-2020,08:34:31,20.29,9.01,100.1,430,2326,279,0.21,14.539,121.3,12.9
18-02-2020,08:34:41,20.29,9.01,100.5,429,2331,279,0.21,14.542,121.4,12.8
18-02-2020,08:34:51,20.3,9.01,100.8,430,2326,279,0.21,14.539,121.5,12.7
18-02-2020,08:35:01,20.3,9.01,101.2,429,2331,279,0.21,14.541,121.4,12.3
18-02-2020,08:35:11,20.29,9.01,101.7,430,2326,279,0.21,14.541,121.4,12.7
18-02-2020,08:35:21,20.3,9.01,102,430,2326,279,0.21,14.542,121.5,12.3
18-02-2020,08:35:31,20.29,9.01,102.3,430,2326,279,0.21,14.541,121.5,12.6
18-02-2020,08:35:41,20.3,9.01,102.8,430,2326,279,0.21,14.54,121.5,12.7
18-02-2020,08:35:51,20.3,9.01,103.1,430,2326,279,0.21,14.542,121.6,12.8
18-02-2020,08:36:01,20.3,9.02,103.4,430,2326,279,0.21,14.542,121.6,12.7
18-02-2020,08:36:11,20.3,9.01,103.9,430,2326,279,0.21,14.544,121.6,13.3
18-02-2020,08:36:21,20.31,9.01,104.2,430,2326,279,0.21,14.543,121.7,12.5
18-02-2020,08:36:31,20.31,9.01,104.6,430,2326,280,0.21,14.544,121.7,12.5
18-02-2020,08:36:41,20.31,9.01,104.8,430,2326,279,0.21,14.545,121.7,13.2
18-02-2020,08:36:51,20.3,9.01,105.4,430,2326,279,0.21,14.544,121.8,12.8
18-02-2020,08:37:01,20.31,9.01,105.6,430,2326,279,0.21,14.545,121.8,13.2
18-02-2020,08:37:11,20.31,9.01,106,430,2326,279,0.21,14.548,121.8,12.5
18-02-2020,08:37:21,20.31,9.02,106.2,430,2326,279,0.21,14.547,121.9,12.5
18-02-2020,08:37:31,20.31,9.02,106.5,430,2326,279,0.21,14.547,122,12.4
18-02-2020,08:37:41,20.31,9.01,106.9,430,2326,280,0.21,14.544,122,12.7
18-02-2020,08:37:51,20.31,9.01,107.3,430,2326,280,0.21,14.545,122,13.4
18-02-2020,08:38:01,20.31,9.01,107.5,430,2326,279,0.21,14.544,122,12.2
18-02-2020,08:38:11,20.31,9.01,107.9,430,2326,279,0.21,14.542,122,12.7
18-02-2020,08:38:21,20.31,9.01,108.2,430,2326,279,0.21,14.546,122.1,12.6
18-02-2020,08:38:31,20.32,9.01,108.5,430,2326,279,0.21,14.548,122,12.9
18-02-2020,08:38:41,20.32,9.01,108.9,429,2331,279,0.21,14.548,122,13.2
18-02-2020,08:38:51,20.33,9,109.3,429,2331,279,0.21,14.55,122,12.7
18-02-2020,08:39:01,20.33,9.01,109.4,429,2331,279,0.21,14.549,122.1,12.3
18-02-2020,08:39:11,20.33,9,109.9,428,2336,279,0.21,14.552,122.2,12.6
18-02-2020,08:39:21,20.34,9,110.2,428,2336,278,0.21,14.55,122.3,12.4
18-02-2020,08:39:31,20.33,9,110.5,428,2336,278,0.21,14.55,122.4,13
18-02-2020,08:39:41,20.33,9,110.8,428,2336,278,0.21,14.548,122.5,12.8
18-02-2020,08:39:51,20.33,9.01,111,428,2336,278,0.21,14.551,122.7,12.2
18-02-2020,08:40:01,20.34,9,111.3,428,2336,278,0.21,14.551,122.7,12.8
18-02-2020,08:40:11,20.33,9.01,111.4,428,2336,278,0.21,14.549,122.7,12.1
18-02-2020,08:40:21,20.34,9.01,111.7,428,2336,278,0.21,14.549,122.9,12.1
18-02-2020,08:40:31,20.34,9,112.1,428,2336,278,0.21,14.553,122.8,12.5
18-02-2020,08:40:41,20.34,9,112.2,429,2331,279,0.21,14.552,122.8,12.5
18-02-2020,08:40:51,20.34,9.01,112.6,429,2331,279,0.21,14.549,122.7,13.3
18-02-2020,08:41:01,20.34,9,112.9,429,2331,279,0.21,14.554,122.7,13
18-02-2020,08:41:11,20.33,9,113,429,2331,279,0.21,14.555,122.7,12.8
18-02-2020,08:41:21,20.33,9,113.1,429,2331,279,0.21,14.556,122.7,12.3
18-02-2020,08:41:31,20.32,8.99,113.5,429,2331,279,0.21,14.555,122.7,13.7
18-02-2020,08:41:41,20.33,9,113.5,429,2331,279,0.21,14.556,122.7,13.1
18-02-2020,08:41:51,20.32,8.99,113.7,429,2331,279,0.21,14.557,122.8,14
18-02-2020,08:42:01,20.33,9,113.6,429,2331,279,0.21,14.557,122.8,15.3
18-02-2020,08:42:11,20.32,8.99,113.8,429,2331,279,0.21,14.555,122.8,13.4
18-02-2020,08:42:21,20.33,9,113.9,429,2331,279,0.21,14.557,122.7,12.9
18-02-2020,08:42:31,20.33,8.99,114.2,429,2331,279,0.21,14.558,122.8,13.3
18-02-2020,08:42:41,20.32,8.99,114.5,429,2331,279,0.21,14.56,122.7,13
18-02-2020,08:42:51,20.32,8.99,114.6,429,2331,279,0.21,14.562,122.7,13
