Date,Time,Temp,pH ,ORP,EC,RES,TDS,Salinity,Pressure,D.O.,Turbidity
18-02-2020,08:43:01,20.32,8.99,114.6,429,2331,279,0.21,14.564,122.7,12.8
18-02-2020,08:43:11,20.33,9,114.8,429,2331,279,0.21,14.564,123.2,13
18-02-2020,08:43:21,20.33,9.02,114.5,429,2331,279,0.21,14.563,123.1,12.2
18-02-2020,08:43:31,20.33,9.02,114.7,429,2331,279,0.21,14.562,123.3,12.8
18-02-2020,08:43:41,20.33,9.01,115.2,429,2331,279,0.21,14.564,123.2,12.7
18-02-2020,08:43:51,20.33,9.02,115.3,429,2331,279,0.21,14.564,123.4,13.1
18-02-2020,08:44:01,20.33,9.02,115.6,429,2331,279,0.21,14.569,123.4,12.7
18-02-2020,08:44:11,20.33,9.02,115.8,429,2331,279,0.21,14.571,123.3,12.5
18-02-2020,08:44:21,20.32,9.01,116.3,429,2331,279,0.21,14.571,123.1,13.5
18-02-2020,08:44:31,20.33,9.02,116.2,429,2331,279,0.21,14.568,123.3,12.4
18-02-2020,08:44:41,20.33,9.01,116.8,429,2331,279,0.21,14.571,123.3,14.6
18-02-2020,08:44:51,20.33,9.01,116.8,429,2331,279,0.21,14.575,123.4,12.7
18-02-2020,08:45:01,20.33,9.01,117,429,2331,279,0.21,14.577,123.5,12.9
18-02-2020,08:45:11,20.34,9.02,117.1,429,2331,279,0.21,14.575,123.7,12.3
18-02-2020,08:45:21,20.33,9.02,117.5,429,2331,279,0.21,14.577,123.7,13.5
18-02-2020,08:45:31,20.33,9.01,117.7,429,2331,279,0.21,14.579,123.6,12.6
18-02-2020,08:45:41,20.33,9.01,117.9,429,2331,279,0.21,14.58,123.8,16.9
18-02-2020,08:45:51,20.33,9.02,117.9,429,2331,279,0.21,14.583,123.8,12.7
18-02-2020,08:46:01,20.33,9.02,118.3,429,2331,279,0.21,14.582,123.7,12.7
18-02-2020,08:46:11,20.33,9.01,118.7,429,2331,279,0.21,14.582,123.8,14.1
18-02-2020,08:46:21,20.33,9.02,118.7,429,2331,279,0.21,14.585,124,12.9
18-02-2020,08:46:31,20.33,9.03,118.9,429,2331,279,0.21,14.588,124.2,12.8
18-02-2020,08:46:41,20.33,9.02,119.2,429,2331,279,0.21,14.591,124.2,12.2
18-02-2020,08:46:51,20.32,9.03,119.2,429,2331,279,0.21,14.589,124.2,12.4
18-02-2020,08:47:01,20.29,9.02,119.6,429,2331,279,0.21,14.59,124.1,12.6
18-02-2020,08:47:11,20.31,9.02,119.8,429,2331,279,0.21,14.591,124.4,12.9
18-02-2020,08:47:21,20.32,9.02,120,429,2331,279,0.21,14.589,124.4,12.6
18-02-2020,08:47:31,20.33,9.03,120.2,429,2331,279,0.21,14.594,124.5,12.2
18-02-2020,08:47:41,20.32,9.02,120.5,429,2331,279,0.21,14.595,124.5,13.1
18-02-2020,08:47:51,20.32,9.01,120.8,429,2331,279,0.21,14.592,124.5,13
18-02-2020,08:48:01,20.32,9.02,120.9,429,2331,279,0.21,14.598,124.5,12.8
18-02-2020,08:48:11,20.31,9.01,121.3,429,2331,279,0.21,14.598,124.5,12.4
18-02-2020,08:48:21,20.28,9.02,121.4,429,2331,279,0.21,14.599,124.3,12.3
18-02-2020,08:48:31,20.27,9.01,121.7,429,2331,279,0.21,14.601,124.1,12.6
18-02-2020,08:48:41,20.27,9.01,121.8,429,2331,279,0.21,14.601,124,12.4
18-02-2020,08:48:51,20.26,9.01,122.1,429,2331,279,0.21,14.603,124,13.3
18-02-2020,08:49:01,20.26,9.01,122.3,429,2331,279,0.21,14.606,124.1,12.7
18-02-2020,08:49:11,20.26,9.02,122.4,428,2336,278,0.21,14.605,124.2,12.1
18-02-2020,08:49:21,20.28,9.02,122.4,429,2331,279,0.21,14.605,124.3,12.4
18-02-2020,08:49:31,20.29,9.02,122.7,429,2331,279,0.21,14.608,124.3,12.4
18-02-2020,08:49:41,20.3,9.01,123,429,2331,279,0.21,14.609,124.3,12.5
18-02-2020,08:49:51,20.31,9.02,123.2,429,2331,279,0.21,14.613,124.3,12.7
18-02-2020,08:50:01,20.32,9.01,123.3,429,2331,279,0.21,14.615,124.5,12.7
18-02-2020,08:50:11,20.32,9.01,123.5,429,2331,279,0.21,14.617,124.4,13.3
18-02-2020,08:50:21,20.32,9.02,123.6,429,2331,279,0.21,14.614,124.6,12.7
18-02-2020,08:50:31,20.32,9.01,123.9,429,2331,279,0.21,14.619,124.5,12.7
18-02-2020,08:50:41,20.32,9.02,123.9,429,2331,279,0.21,14.616,124.6,12.5
18-02-2020,08:50:51,20.31,9.03,124.1,429,2331,279,0.21,14.62,124.4,12.2
18-02-2020,08:51:01,20.31,9.02,124.6,428,2336,278,0.21,14.623,124.8,13.4
18-02-2020,08:51:11,20.28,9.02,124.6,428,2336,278,0.21,14.624,124.6,13.2
18-02-2020,08:51:21,20.26,9.02,124.8,429,2331,279,0.21,14.624,124.4,12.4
18-02-2020,08:51:31,20.27,9.01,124.9,429,2331,279,0.21,14.625,124.2,12.3
18-02-2020,08:51:41,20.28,9.01,125.1,429,2331,279,0.21,14.628,124.2,13.1
18-02-2020,08:51:51,20.28,9.01,125.5,428,2336,278,0.21,14.627,124.3,12.9
18-02-2020,08:52:01,20.31,9.02,125.3,428,2336,278,0.21,14.627,124.7,12.1
18-02-2020,08:52:11,20.29,9.02,125.5,428,2336,278,0.21,14.633,124.5,12.3
18-02-2020,08:52:21,20.29,9,126,429,2331,279,0.21,14.635,124.4,12.9
18-02-2020,08:52:31,20.3,9.01,126.1,428,2336,279,0.21,14.637,124.5,12.8
18-02-2020,08:52:41,20.31,9.01,126.1,429,2331,279,0.21,14.633,124.4,12.9
18-02-2020,08:52:51,20.29,9,126.6,428,2336,278,0.21,14.634,124.6,12.8
18-02-2020,08:53:01,20.3,9.01,126.5,429,2331,279,0.21,14.639,124.3,12.4
18-02-2020,08:53:11,20.27,9,126.8,429,2331,279,0.21,14.639,124.2,12.2
18-02-2020,08:53:21,20.31,9.01,126.8,429,2331,279,0.21,14.642,124.4,12.2
18-02-2020,08:53:31,20.29,9,127.1,429,2331,279,0.21,14.643,124.2,13.7
18-02-2020,08:53:41,20.3,9.01,127.1,429,2331,279,0.21,14.642,124.5,12.3
18-02-2020,08:53:51,20.29,9.02,127.1,429,2331,279,0.21,14.645,124.4,12.3
18-02-2020,08:54:01,20.29,9,127.6,429,2331,279,0.21,14.646,124.4,12.5
18-02-2020,08:54:11,20.31,9,127.8,429,2331,279,0.21,14.648,124.4,12.6
18-02-2020,08:54:21,20.32,9,128,429,2331,279,0.21,14.648,124.2,13.4
18-02-2020,08:54:31,20.32,9.02,128.1,429,2331,279,0.21,14.653,124.6,12.5
18-02-2020,08:54:41,20.32,9.01,128.1,428,2336,278,0.21,14.655,124.4,12.2
18-02-2020,08:54:51,20.32,9,128.2,429,2331,279,0.21,14.656,124.3,12.2
18-02-2020,08:55:01,20.32,9,128.6,429,2331,279,0.21,14.655,124.3,12.3
18-02-2020,08:55:11,20.33,9.02,128.2,429,2331,279,0.21,14.658,124.3,12.9
18-02-2020,08:55:21,20.32,8.99,128.8,429,2331,279,0.21,14.663,124.4,12.4
18-02-2020,08:55:31,20.33,9.02,128.6,429,2331,279,0.21,14.665,124.8,12.4
18-02-2020,08:55:41,20.33,9.01,128.9,429,2331,279,0.21,14.664,124.5,11.9
18-02-2020,08:55:51,20.33,9,129.3,429,2331,279,0.21,14.663,124.2,12.6
18-02-2020,08:56:01,20.33,9,129.4,429,2331,279,0.21,14.662,124,12.5
18-02-2020,08:56:11,20.32,8.98,129.9,429,2331,279,0.21,14.667,124.1,12.8
18-02-2020,08:56:21,20.33,9,129.3,429,2331,279,0.21,14.667,124.5,12.8
18-02-2020,08:56:31,20.34,9.01,129.6,429,2331,279,0.21,14.668,124.3,12.5
18-02-2020,08:56:41,20.32,8.98,130.1,429,2331,279,0.21,14.674,123.9,12.6
18-02-2020,08:56:51,20.33,8.99,130.1,429,2331,279,0.21,14.672,124,12.5
18-02-2020,08:57:01,20.32,8.98,130.5,429,2331,279,0.21,14.675,123.8,12.6
18-02-2020,08:57:11,20.33,8.98,130.5,429,2331,279,0.21,14.678,124,13.1
18-02-2020,08:57:21,20.32,8.98,130.7,428,2336,279,0.21,14.678,124,13.3
18-02-2020,08:57:31,20.32,8.99,130.7,429,2331,279,0.21,14.678,124,12.6
18-02-2020,08:57:41,20.33,8.99,130.6,428,2336,278,0.21,14.677,124.3,12.7
18-02-2020,08:57:51,20.33,8.99,130.9,429,2331,279,0.21,14.68,124.1,12.8
18-02-2020,08:58:01,20.32,8.98,131.1,428,2336,279,0.21,14.679,124.1,12.5
18-02-2020,08:58:11,20.33,8.99,131.1,429,2331,279,0.21,14.681,124.2,12.1
18-02-2020,08:58:21,20.33,8.99,131.4,428,2336,278,0.21,14.684,124.6,13.3
18-02-2020,08:58:31,20.33,9,131.2,428,2336,278,0.21,14.684,124.7,12.4
18-02-2020,08:58:41,20.33,8.98,131.4,429,2331,279,0.21,14.684,124.6,12.9
18-02-2020,08:58:51,20.33,8.97,131.9,429,2331,279,0.21,14.685,124.3,13
18-02-2020,08:59:01,20.34,8.99,131.6,428,2336,278,0.21,14.689,124.4,13.8
18-02-2020,08:59:11,20.35,9.01,131.2,428,2336,278,0.21,14.693,125,12
18-02-2020,08:59:21,20.35,8.99,131.8,428,2336,278,0.21,14.692,124.9,12.4
18-02-2020,08:59:31,20.34,8.98,132.2,428,2336,278,0.21,14.694,124.6,12.8
18-02-2020,08:59:41,20.35,9,131.7,428,2336,278,0.21,14.687,124.9,12.3
18-02-2020,08:59:51,20.35,9,132.2,428,2336,278,0.21,14.691,125.2,12.8
18-02-2020,09:00:01,20.33,8.98,132.4,428,2336,278,0.21,14.694,124.9,14.7
18-02-2020,09:00:11,20.33,8.99,132.3,428,2336,278,0.21,14.695,124.9,13.2
18-02-2020,09:00:21,20.33,8.98,132.5,428,2336,278,0.21,14.698,124.8,12
18-02-2020,09:00:31,20.33,8.99,132.6,428,2336,278,0.21,14.698,124.9,12.8
18-02-2020,09:00:41,20.34,9.02,132.2,428,2336,278,0.21,14.7,125.4,12.4
18-02-2020,09:00:51,20.33,8.99,132.7,428,2336,278,0.21,14.699,125.3,13.4
18-02-2020,09:01:01,20.33,8.99,132.9,428,2336,278,0.21,14.7,125.3,12.3
18-02-2020,09:01:11,20.33,8.98,133.1,428,2336,278,0.21,14.702,125.1,12.5
18-02-2020,09:01:21,20.34,9,133.1,428,2336,278,0.21,14.701,125.5,12.3
18-02-2020,09:01:31,20.34,9,132.8,428,2336,278,0.21,14.701,125.7,12.8
18-02-2020,09:01:41,20.34,9,133.1,428,2336,278,0.21,14.706,125.5,12.6
18-02-2020,09:01:51,20.34,9,133.2,428,2336,278,0.21,14.71,125.8,12.6
18-02-2020,09:02:01,20.34,9.01,133.1,428,2336,278,0.21,14.708,125.7,13
18-02-2020,09:02:11,20.36,9.02,133.1,428,2336,278,0.21,14.704,126,12
18-02-2020,09:02:21,20.35,9,133.6,428,2336,278,0.21,14.706,126,12.3
18-02-2020,09:02:31,20.35,8.99,133.7,428,2336,278,0.21,14.708,126,12.8
18-02-2020,09:02:41,20.36,9.02,133.2,428,2336,278,0.21,14.71,126.4,12.6
18-02-2020,09:02:51,20.35,8.98,134.1,428,2336,278,0.21,14.711,125.9,12.9
18-02-2020,09:03:01,20.35,8.99,134.3,428,2336,278,0.21,14.712,125.6,12.8
18-02-2020,09:03:11,20.34,8.98,134.5,428,2336,278,0.21,14.715,125.5,12.7
18-02-2020,09:03:21,20.36,9,134,428,2336,278,0.21,14.717,125.7,15
18-02-2020,09:03:31,20.36,9,134.4,428,2336,278,0.21,14.716,126,12.8
18-02-2020,09:03:41,20.36,9,134.3,428,2336,278,0.21,14.716,126,12.7
18-02-2020,09:03:51,20.36,9.01,134.3,428,2336,278,0.21,14.719,126.5,12.8
18-02-2020,09:04:01,20.36,9,134.7,428,2336,278,0.21,14.718,126,15.6
18-02-2020,09:04:11,20.37,9.02,134.2,428,2336,278,0.21,14.72,126.9,12.1
18-02-2020,09:04:21,20.37,9.02,134.1,428,2336,278,0.21,14.721,127.1,12
18-02-2020,09:04:31,20.36,9.01,134.4,428,2336,278,0.21,14.725,126.9,12.2
18-02-2020,09:04:41,20.36,9,134.9,428,2336,278,0.21,14.723,127.1,12.7
18-02-2020,09:04:51,20.36,9.02,134.5,427,2342,278,0.21,14.723,127,12.1
18-02-2020,09:05:01,20.36,9.02,134.6,428,2336,278,0.21,14.723,127.1,12.1
18-02-2020,09:05:11,20.36,9.02,134.7,427,2342,278,0.21,14.725,127.3,12.8
18-02-2020,09:05:21,20.37,9.03,134.5,427,2342,278,0.21,14.725,127.8,11.9
18-02-2020,09:05:31,20.37,9.01,135,428,2336,278,0.21,14.728,127.9,12.5
18-02-2020,09:05:41,20.36,9,135.3,428,2336,278,0.21,14.73,127.2,13.5
18-02-2020,09:05:51,20.36,9.01,135.3,428,2336,278,0.21,14.728,126.9,12
18-02-2020,09:06:01,20.37,9.02,135.1,428,2336,278,0.21,14.73,127.5,12.4
18-02-2020,09:06:11,20.36,9.02,135.3,428,2336,278,0.21,14.731,127.3,12.2
18-02-2020,09:06:21,20.36,9.02,135.5,428,2336,278,0.21,14.732,127.2,12.4
18-02-2020,09:06:31,20.36,9.01,135.8,428,2336,278,0.21,14.733,127.5,12.2
18-02-2020,09:06:41,20.36,9.02,135.7,428,2336,278,0.21,14.734,127.7,12.5
18-02-2020,09:06:51,20.35,9,136.2,428,2336,278,0.21,14.734,127.3,14.2
18-02-2020,09:07:01,20.35,9.02,135.8,428,2336,278,0.21,14.736,127.3,13.7
18-02-2020,09:07:11,20.35,9.01,136.1,428,2336,278,0.21,14.736,127.2,12.4
18-02-2020,09:07:21,20.34,8.99,136.8,428,2336,278,0.21,14.738,127.4,12.5
18-02-2020,09:07:31,20.36,9.02,136.2,428,2336,278,0.21,14.738,128,12.4
18-02-2020,09:07:41,20.36,9.02,136,427,2342,278,0.21,14.736,128.2,12.3
18-02-2020,09:07:51,20.36,9.01,136.6,428,2336,278,0.21,14.739,128.3,12.4
18-02-2020,09:08:01,20.35,9.01,136.6,428,2336,278,0.21,14.739,128,14.2
18-02-2020,09:08:11,20.34,9,137,428,2336,278,0.21,14.742,127.4,12.6
18-02-2020,09:08:21,20.34,9,137,428,2336,278,0.21,14.743,127.2,12.8
18-02-2020,09:08:31,20.34,9.01,136.9,428,2336,278,0.21,14.74,127.5,12.2
18-02-2020,09:08:41,20.34,9,137.3,428,2336,278,0.21,14.743,128,12.3
18-02-2020,09:08:51,20.32,8.99,137.6,428,2336,278,0.21,14.745,127.1,12.7
18-02-2020,09:09:01,20.32,8.98,137.8,428,2336,278,0.21,14.744,127.2,13
18-02-2020,09:09:11,20.32,9,137.7,428,2336,278,0.21,14.745,127,12.3
18-02-2020,09:09:21,20.32,9,137.7,428,2336,278,0.21,14.744,127.1,12.4
18-02-2020,09:09:31,20.32,9,137.7,428,2336,278,0.21,14.744,126.8,20.4
18-02-2020,09:09:41,20.32,8.99,137.9,428,2336,278,0.21,14.747,126.7,12.7
18-02-2020,09:09:51,20.31,8.99,138.2,428,2336,278,0.21,14.743,126.9,12.6
18-02-2020,09:10:01,20.32,9.01,137.8,428,2336,278,0.21,14.747,127.4,12
18-02-2020,09:10:11,20.3,8.98,138.7,429,2331,279,0.21,14.746,126.2,12.7
18-02-2020,09:10:21,20.31,9,138.3,429,2331,279,0.21,14.743,126.6,12.3
18-02-2020,09:10:31,20.28,8.97,139.1,429,2331,279,0.21,14.745,126.1,12.4
18-02-2020,09:10:41,20.31,8.99,138.8,429,2331,279,0.21,14.747,126.6,12.8
18-02-2020,09:10:51,20.28,8.98,138.8,429,2331,279,0.21,14.748,126.1,12.3
18-02-2020,09:11:01,20.28,8.98,139,429,2331,279,0.21,14.748,126.1,12.2
18-02-2020,09:11:11,20.28,8.98,139.1,429,2331,279,0.21,14.749,126,13.8
18-02-2020,09:11:21,20.28,8.99,138.9,429,2331,279,0.21,14.75,126.3,12.3
18-02-2020,09:11:31,20.29,9,138.9,429,2331,279,0.21,14.749,126.6,12.1
18-02-2020,09:11:41,20.28,8.98,139.5,429,2331,279,0.21,14.748,126.1,12.6
18-02-2020,09:11:51,20.28,8.99,139.1,429,2331,279,0.21,14.748,125.9,12.1
18-02-2020,09:12:01,20.26,8.97,139.7,430,2326,279,0.21,14.753,125.5,11.8
18-02-2020,09:12:11,20.27,8.99,139.4,429,2331,279,0.21,14.754,125.9,11.9
18-02-2020,09:12:21,20.27,8.98,139.3,429,2331,279,0.21,14.751,126.2,13.2
18-02-2020,09:12:31,20.28,9.01,139,429,2331,279,0.21,14.753,126.7,11.8
18-02-2020,09:12:41,20.27,8.99,139.7,429,2331,279,0.21,14.757,126.5,12.1
18-02-2020,09:12:51,20.28,9,139.4,429,2331,279,0.21,14.758,126.3,12.2
18-02-2020,09:13:01,20.28,9,139.4,429,2331,279,0.21,14.758,126.5,12.1
18-02-2020,09:13:11,20.28,9.01,139.2,429,2331,279,0.21,14.759,126.6,12.5
18-02-2020,09:13:21,20.96,8.47,148.4,500,2000,325,0.24,14.76,117.9,36.5
18-02-2020,09:13:31,20.71,8.63,145,484,2066,315,0.23,14.761,119.3,29.5
18-02-2020,09:13:41,20.57,8.74,141.8,462,2165,300,0.22,14.76,120.4,19.7
18-02-2020,09:13:51,20.72,8.6,144.3,482,2075,313,0.23,14.759,118.9,28.2
18-02-2020,09:14:01,20.79,8.55,145.5,492,2033,319,0.24,14.758,117,30.1
18-02-2020,09:14:11,20.62,8.71,142.1,473,2114,308,0.23,14.763,118.3,20.9
18-02-2020,09:14:21,20.46,8.84,138.9,445,2247,289,0.21,14.765,120.8,15.1
18-02-2020,09:14:31,20.45,8.83,139.2,453,2208,294,0.22,14.765,121.6,16.9
18-02-2020,09:14:41,20.4,8.88,138,447,2237,291,0.22,14.766,122.5,16.8
18-02-2020,09:14:51,20.48,8.82,138.8,454,2203,295,0.22,14.765,121.7,17.3
18-02-2020,09:15:01,20.47,8.86,137.4,445,2247,289,0.21,14.764,122.4,15.2
18-02-2020,09:15:11,20.42,8.87,137.4,448,2232,291,0.22,14.766,122.9,16.2
18-02-2020,09:15:21,20.66,8.68,141.4,481,2079,313,0.23,14.768,122.1,24.3
18-02-2020,09:15:31,20.36,8.93,135.8,439,2278,285,0.21,14.769,123.7,14.1
18-02-2020,09:15:41,20.44,8.88,136.7,449,2227,292,0.22,14.767,123.7,15.6
18-02-2020,09:15:51,20.48,8.83,137.7,455,2198,296,0.22,14.77,123.5,16.6
18-02-2020,09:16:01,20.45,8.87,136.6,449,2227,292,0.22,14.77,123.5,15.3
18-02-2020,09:16:11,20.45,8.87,136.7,449,2227,292,0.22,14.768,123.7,15.4
18-02-2020,09:16:21,20.47,8.84,137.1,453,2208,295,0.22,14.771,123.4,16.4
18-02-2020,09:16:31,20.57,8.77,138.3,463,2160,301,0.22,14.771,122.2,18.4
18-02-2020,09:16:41,20.66,8.72,139.1,472,2119,307,0.23,14.773,121.1,19.6
18-02-2020,09:16:51,20.67,8.71,139.4,473,2114,307,0.23,14.77,120.5,19.7
18-02-2020,09:17:01,20.69,8.68,139.6,474,2110,308,0.23,14.774,119.7,20.2
18-02-2020,09:17:11,20.67,8.7,139.2,470,2128,305,0.23,14.773,119.4,19.3
18-02-2020,09:17:21,20.61,8.74,138.4,468,2137,304,0.23,14.773,119.6,19.6
18-02-2020,09:17:31,20.53,8.78,137.5,461,2169,300,0.22,14.771,120.2,17.2
18-02-2020,09:17:41,20.53,8.78,137.3,461,2169,300,0.22,14.772,120.2,18.1
18-02-2020,09:17:51,20.53,8.78,137.4,460,2174,299,0.22,14.774,120.1,18.7
18-02-2020,09:18:01,20.56,8.75,138,462,2165,300,0.22,14.771,119.8,18.6
18-02-2020,09:18:11,20.61,8.71,138.8,469,2132,305,0.23,14.769,119.8,19.8
18-02-2020,09:18:21,20.57,8.74,137.8,462,2165,301,0.22,14.769,119.5,17.8
18-02-2020,09:18:31,20.47,8.8,136.6,456,2193,296,0.22,14.77,120.3,16.5
18-02-2020,09:18:41,20.42,8.78,136.9,455,2198,296,0.22,14.771,120.2,17
18-02-2020,09:18:51,20.41,8.74,138.1,453,2208,295,0.22,14.769,119.9,17.9
18-02-2020,09:19:01,20.44,8.7,139.2,457,2188,297,0.22,14.768,119.4,18.9
18-02-2020,09:19:11,20.38,8.65,140.2,456,2193,296,0.22,14.768,117.9,18.6
18-02-2020,09:19:21,20.42,8.65,140,458,2183,298,0.22,14.768,117.8,18
18-02-2020,09:19:31,20.41,8.64,140.5,458,2183,298,0.22,14.769,117.8,18.1
18-02-2020,09:19:41,20.43,8.64,140.4,459,2179,298,0.22,14.766,117.5,18.1
18-02-2020,09:19:51,20.44,8.68,139.5,458,2183,298,0.22,14.767,118.1,17.9
18-02-2020,09:20:01,20.44,8.69,138.9,458,2183,298,0.22,14.768,118.2,17.1
18-02-2020,09:20:11,20.46,8.71,138.4,457,2188,297,0.22,14.765,118.8,17.6
18-02-2020,09:20:21,20.47,8.69,139.1,459,2179,299,0.22,14.764,118.8,18.3
18-02-2020,09:20:31,20.44,8.7,138.3,457,2188,297,0.22,14.765,119,17.9
18-02-2020,09:20:41,20.43,8.74,137.7,455,2198,296,0.22,14.763,119.5,17.4
18-02-2020,09:20:51,20.45,8.72,137.9,458,2183,298,0.22,14.764,119.6,18.1
18-02-2020,09:21:01,20.46,8.72,137.6,457,2188,297,0.22,14.764,119.5,18.2
18-02-2020,09:21:11,20.49,8.73,137.2,459,2179,299,0.22,14.759,120,18.2
18-02-2020,09:21:21,20.46,8.72,137.4,458,2183,298,0.22,14.757,119.8,18.2
18-02-2020,09:21:31,20.51,8.72,137.2,464,2155,302,0.22,14.754,120,19.4
18-02-2020,09:21:41,20.57,8.71,136.9,464,2155,301,0.22,14.755,120,19.4
18-02-2020,09:21:51,20.56,8.75,136.1,463,2160,301,0.22,14.753,120.7,19.3
18-02-2020,09:22:01,20.58,8.72,136.6,466,2146,303,0.22,14.752,120.3,20
18-02-2020,09:22:11,20.57,8.71,136.7,467,2141,304,0.23,14.752,120,19.9
18-02-2020,09:22:21,20.59,8.71,136.3,467,2141,303,0.23,14.75,120.1,20.3
18-02-2020,09:22:31,20.59,8.72,136.1,465,2151,302,0.22,14.747,120.2,21
18-02-2020,09:22:41,20.59,8.73,135.6,464,2155,302,0.22,14.748,120.3,19.9
18-02-2020,09:22:51,20.54,8.74,135.3,461,2169,300,0.22,14.742,120.4,19.9
18-02-2020,09:23:01,20.66,8.69,136,471,2123,306,0.23,14.74,120.2,23
18-02-2020,09:23:11,20.72,8.66,136.4,475,2105,308,0.23,14.74,119.8,23.6
18-02-2020,09:23:21,20.58,8.73,134.8,463,2160,301,0.22,14.739,120.4,19.6
18-02-2020,09:23:31,20.53,8.74,134.6,461,2169,300,0.22,14.737,120.5,19.2
18-02-2020,09:23:41,20.6,8.69,135.1,466,2146,303,0.22,14.737,119.9,22.3
18-02-2020,09:23:51,20.52,8.74,134,459,2179,299,0.22,14.732,120.2,20.1
18-02-2020,09:24:01,20.52,8.75,133.6,458,2183,298,0.22,14.727,120.4,21.2
18-02-2020,09:24:11,20.68,8.61,136.4,480,2083,312,0.23,14.729,119,28.7
18-02-2020,09:24:21,20.81,8.49,138.6,501,1996,326,0.24,14.723,117.8,37.1
18-02-2020,09:24:31,20.89,8.48,138.8,508,1969,330,0.25,14.723,115.8,36.4
18-02-2020,09:24:41,20.86,8.46,138.6,500,2000,325,0.24,14.721,115.8,40.7
18-02-2020,09:24:51,20.96,8.38,139.5,518,1931,337,0.25,14.723,114,49.2
18-02-2020,09:25:01,20.87,8.46,138,512,1953,333,0.25,14.72,114.3,46.5
18-02-2020,09:25:11,21.21,8.21,142.6,566,1767,368,0.27,14.719,110.5,74.8
18-02-2020,09:25:21,21.14,8.31,136.9,538,1859,350,0.26,14.714,110.1,70.8
18-02-2020,09:25:31,21.19,8.26,136.2,552,1812,359,0.27,14.712,108.6,75.3
18-02-2020,09:25:41,21.62,8.11,137.9,578,1730,376,0.28,14.71,101.4,90.4
18-02-2020,09:25:51,21.21,8.22,135,576,1736,375,0.28,14.71,107.7,88.8
18-02-2020,09:26:01,21.21,8.24,133,554,1805,360,0.27,14.709,106.6,73
18-02-2020,09:26:11,21.22,8.22,133.7,583,1715,379,0.28,14.705,106.6,84.7
18-02-2020,09:26:21,21.28,8.19,131.9,561,1783,365,0.27,14.707,104.9,72.3
18-02-2020,09:26:31,20.78,8.54,124.2,513,1949,333,0.25,14.707,111.1,42
18-02-2020,09:26:41,20.35,9.02,113.8,428,2336,279,0.21,14.703,118,12.3
18-02-2020,09:26:51,20.29,8.99,114.9,429,2331,279,0.21,14.701,121.3,12.2
18-02-2020,09:27:01,20.31,9,115.1,429,2331,279,0.21,14.699,123.1,12.3
18-02-2020,09:27:11,20.29,8.99,115.3,429,2331,279,0.21,14.698,123.7,12.2
18-02-2020,09:27:21,20.29,8.99,115.8,429,2331,279,0.21,14.7,125,12.9
18-02-2020,09:27:31,20.32,9.02,115.3,429,2331,279,0.21,14.696,125.8,12.3
18-02-2020,09:27:41,20.31,8.99,116.3,429,2331,279,0.21,14.697,126.3,12.7
18-02-2020,09:27:51,20.35,9.04,115.4,428,2336,278,0.21,14.693,127.5,12
18-02-2020,09:28:01,20.32,9.01,116.4,429,2331,279,0.21,14.693,127.8,12.5
18-02-2020,09:28:11,20.35,9.03,116.3,428,2336,278,0.21,14.693,128.6,12.2
18-02-2020,09:28:21,20.37,9.05,116,428,2336,278,0.21,14.689,129.3,11.8
18-02-2020,09:28:31,20.37,9.05,116.6,428,2336,278,0.21,14.689,129.8,12.1
18-02-2020,09:28:41,20.33,9.02,117.3,428,2336,278,0.21,14.69,129.4,12.6
18-02-2020,09:28:51,20.33,9.02,117.8,428,2336,278,0.21,14.689,129.3,12.5
18-02-2020,09:29:01,20.33,9.01,118.3,428,2336,278,0.21,14.684,129.2,12.3
18-02-2020,09:29:11,20.34,9.03,118.1,428,2336,278,0.21,14.684,129.5,12.3
18-02-2020,09:29:21,20.34,9.02,118.6,428,2336,278,0.21,14.683,129.6,12.5
18-02-2020,09:29:31,20.34,9.01,119.1,428,2336,278,0.21,14.68,130,12.1
18-02-2020,09:29:41,20.35,9.03,118.9,428,2336,278,0.21,14.681,129.7,12.4
18-02-2020,09:29:51,20.34,9.02,119.4,428,2336,278,0.21,14.68,130,12.4
18-02-2020,09:30:01,20.33,9.01,120.2,428,2336,278,0.21,14.678,129.5,12.7
18-02-2020,09:30:11,20.34,9.02,120.1,428,2336,278,0.21,14.679,129.8,13.1
18-02-2020,09:30:21,20.34,9.03,120.3,428,2336,278,0.21,14.677,129.9,12.4
18-02-2020,09:30:31,20.34,9.03,120.6,428,2336,278,0.21,14.676,129.9,12.3
18-02-2020,09:30:41,20.36,9.02,121.2,428,2336,278,0.21,14.676,130.1,12.3
18-02-2020,09:30:51,20.34,9.01,121.6,428,2336,278,0.21,14.675,129.8,12.7
18-02-2020,09:31:01,20.34,9.02,121.5,428,2336,278,0.21,14.675,129.8,12.3
18-02-2020,09:31:11,20.34,9.01,122.1,428,2336,278,0.21,14.675,129.6,12.7
18-02-2020,09:31:21,20.34,9.01,122.4,428,2336,278,0.21,14.674,129.5,12.5
18-02-2020,09:31:31,20.34,9.01,122.8,428,2336,278,0.21,14.67,129.4,13.1
18-02-2020,09:31:41,20.33,9,123.2,428,2336,278,0.21,14.667,129.4,12.9
18-02-2020,09:31:51,20.33,9,123.3,429,2331,279,0.21,14.666,129.4,13
18-02-2020,09:32:01,20.37,9.04,123,428,2336,278,0.21,14.664,129.8,12.4
